-12 32 1
-54 -95 1
-84 88 1
98 41 0
-79 -23 1
-17 -89 0
82 -53 0
67 94 0
57 75 0
-40 -24 1
-44 3 1
95 -43 0
80 -55 0
-21 54 1
-83 -13 1
99 -14 0
89 73 0
-23 -98 0
-97 38 1
-33 -45 1
-80 68 1
63 21 0
-64 -57 1
-93 -23 1
41 67 0
-95 -53 1
19 88 1
-23 92 1
-84 -23 1
-7 -60 0
63 8 0
-11 -65 0
57 -14 0
-24 84 1
-76 -56 1
-35 -46 1
76 16 0
99 14 0
37 -71 0
-24 27 1
19 -86 0
32 -91 0
60 89 0
79 -28 0
51 27 0
31 -56 0
49 49 0
-20 -34 1
22 -31 0
47 32 0
26 46 0
-32 -46 1
74 -34 0
81 -90 0
-20 -86 0
-68 -52 1
-83 92 1
91 -72 0
35 43 0
-44 98 1
34 -48 0
-97 90 1
-82 45 1
-81 4 1
-62 34 1
-1 9 1
-51 39 1
-48 -100 0
-58 47 1
-99 -81 1
-7 20 1
25 1 0
88 51 0
-2 76 1
-98 -55 1
68 80 0
9 -8 0
49 -33 0
-98 52 1
-84 -66 1
-94 13 1
-28 -91 0
44 72 0
80 -32 0
-5 52 1
-40 -77 1
-100 43 1
-69 -23 1
49 -40 0
-22 -58 0
-80 99 1
47 85 0
38 65 0
-73 -24 1
33 40 0
-54 -95 1
-75 -67 1
65 -67 0
-80 31 1
11 90 1
64 -75 0
65 -59 0
-18 -59 0
37 98 1
-53 14 1
-63 51 1
-94 64 1
-22 -70 0
92 -65 0
60 -38 0
4 -5 0
-78 80 1
35 71 0
-42 58 1
-34 -44 1
94 -58 0
10 -68 0
-20 -14 1
73 64 0
54 -13 0
-42 11 1
27 -50 0
-1 -52 0
17 97 1
49 80 0
99 -77 0
100 1 0
2 4 0
-63 74 1
-66 -75 1
55 76 0
-9 76 1
0 14 1
-30 -59 1
49 93 0
-38 -81 0
38 -60 0
69 9 0
72 -77 0
68 8 0
-7 43 1
60 31 0
-70 -66 1
28 -84 0
54 22 0
-1 -51 0
-86 -22 1
22 -7 0
32 50 0
-49 64 1
-47 24 1
29 98 1
-5 84 1
34 29 0
6 18 1
62 -86 0
24 -89 0
-72 86 1
5 17 1
22 -63 0
97 -59 0
-37 50 1
24 25 0
-42 -83 1
-61 70 1
99 -4 0
63 -27 0
-75 85 1
54 -58 0
-98 -77 1
36 -91 0
7 -51 0
86 -100 0
-65 54 1
-16 -99 0
15 -6 0
5 74 1
0 -5 0
14 -19 0
-8 -48 0
-3 91 1
25 57 1
95 8 0
-85 -70 1
-17 -11 1
-27 72 1
-23 54 1
-87 99 1
38 -21 0
35 -46 0
-93 -97 1
38 -56 0
-61 -22 1
30 -9 0
-38 2 1
73 -48 0
-57 81 1
-44 -54 1
12 -46 0
-66 12 1
-95 9 1
-47 74 1
88 -20 0
-71 -22 1
-21 14 1
-66 96 1
-35 -35 1
-34 48 1
-70 -41 1
-95 49 1
49 24 0
97 -99 0
-11 -59 0
-67 96 1
35 77 1
52 -39 0
11 30 1
12 1 0
30 -81 0
-68 24 1
73 96 0
-83 38 1
56 -22 0
56 100 0
-8 16 1
43 27 0
90 -97 0
-6 40 1
8 39 1
-86 -33 1
81 -23 0
39 21 0
47 77 0
-64 -54 1
-33 -9 1
-5 91 1
-58 86 1
-100 64 1
-12 -46 0
-46 -17 1
48 41 0
54 67 0
48 -79 0
29 52 0
-65 -8 1
-52 -32 1
39 -93 0
-89 -83 1
-42 33 1
22 30 0
27 -58 0
59 12 0
-81 -29 1
-81 44 1
3 -79 0
-30 60 1
11 20 0
46 -54 0
78 -22 0
88 59 0
-38 67 1
61 -77 0
74 -98 0
-57 2 1
36 61 0
14 -78 0
73 57 0
44 -48 0
