57 75 1
-40 -24 0
-44 3 0
95 -43 1
80 -55 1
-21 54 0
-83 -13 0
99 -14 1
89 73 1
-23 -98 0
-97 38 0
-33 -45 0
-80 68 0
63 21 1
-64 -57 0
-93 -23 0
41 67 1
-95 -53 0
19 88 1
-23 92 0
-84 -23 0
-7 -60 0
63 8 1
-11 -65 0
57 -14 1
-24 84 0
-76 -56 0
-35 -46 0
76 16 1
99 14 1
37 -71 1
-24 27 0
19 -86 1
32 -91 1
60 89 1
79 -28 1
51 27 1
31 -56 1
49 49 1
-20 -34 0
22 -31 1
47 32 1
26 46 1
-32 -46 0
74 -34 1
81 -90 1
-20 -86 0
-68 -52 0
-83 92 0
91 -72 1
35 43 1
-44 98 0
34 -48 1
-97 90 0
-82 45 0
-81 4 0
-62 34 0
-1 9 0
-51 39 0
-48 -100 0
-58 47 0
-99 -81 0
-7 20 0
25 1 1
88 51 1
-2 76 0
-98 -55 0
68 80 1
9 -8 1
49 -33 1
-98 52 0
-84 -66 0
-94 13 0
-28 -91 0
44 72 1
80 -32 1
-5 52 0
-40 -77 0
-100 43 0
-69 -23 0
49 -40 1
-22 -58 0
-80 99 0
47 85 1
38 65 1
-73 -24 0
33 40 1
-54 -95 0
-75 -67 0
65 -67 1
-80 31 0
11 90 1
64 -75 1
65 -59 1
-18 -59 0
37 98 1
-53 14 0
-63 51 0
-94 64 0
-22 -70 0
92 -65 1
60 -38 1
4 -5 1
-78 80 0
35 71 1
-42 58 0
-34 -44 0
94 -58 1
10 -68 1
-20 -14 0
73 64 1
54 -13 1
-42 11 0
27 -50 1
-1 -52 0
17 97 1
49 80 1
99 -77 1
100 1 1
2 4 1
-63 74 0
-66 -75 0
55 76 1
-9 76 0
0 14 1
-30 -59 0
49 93 1
-38 -81 0
38 -60 1
69 9 1
72 -77 1
68 8 1
-7 43 0
60 31 1
-70 -66 0
28 -84 1
54 22 1
-1 -51 0
-86 -22 0
22 -7 1
32 50 1
-49 64 0
-47 24 0
29 98 1
-5 84 0
34 29 1
6 18 1
62 -86 1
24 -89 1
-72 86 0
5 17 1
22 -63 1
97 -59 1
-37 50 0
24 25 1
-42 -83 0
-61 70 0
99 -4 1
63 -27 1
-75 85 0
54 -58 1
-98 -77 0
36 -91 1
7 -51 1
86 -100 1
-65 54 0
-16 -99 0
15 -6 1
5 74 1
0 -5 1
14 -19 1
-8 -48 0
-3 91 0
25 57 1
95 8 1
-85 -70 0
-17 -11 0
-27 72 0
-23 54 0
-87 99 0
38 -21 1
35 -46 1
-93 -97 0
38 -56 1
-61 -22 0
30 -9 1
-38 2 0
73 -48 1
-57 81 0
-44 -54 0
12 -46 1
-66 12 0
-95 9 0
-47 74 0
88 -20 1
-71 -22 0
-21 14 0
-66 96 0
-35 -35 0
-34 48 0
-70 -41 0
-95 49 0
49 24 1
97 -99 1
-11 -59 0
-67 96 0
35 77 1
52 -39 1
11 30 1
12 1 1
30 -81 1
-68 24 0
73 96 1
-83 38 0
56 -22 1
56 100 1
-8 16 0
43 27 1
90 -97 1
-6 40 0
8 39 1
-86 -33 0
81 -23 1
39 21 1
47 77 1
-64 -54 0
-33 -9 0
-5 91 0
-58 86 0
-100 64 0
-12 -46 0
-46 -17 0
48 41 1
54 67 1
48 -79 1
29 52 1
-65 -8 0
-52 -32 0
39 -93 1
-89 -83 0
-42 33 0
22 30 1
27 -58 1
59 12 1
-81 -29 0
-81 44 0
3 -79 1
-30 60 0
11 20 1
46 -54 1
78 -22 1
88 59 1
-38 67 0
61 -77 1
74 -98 1
-57 2 0
36 61 1
14 -78 1
73 57 1
44 -48 1
