-63 675.4
-94 1586.8
-22 60.4
92 1884.4
60 847.6
4 18.8
-78 1068.4
35 322.6
-42 276.4
-34 170.8
94 1962.8
10 47.6
-20 47.6
73 1219.4
54 698.8
-42 276.4
27 207.4
-1 5.8
17 99.4
49 585.8
99 2165.8
100 2207.6
2 12.4
-63 675.4
-66 746.8
55 722.6
-9 5.8
0 7.6
-30 127.6
49 585.8
-38 220.4
38 372.4
69 1097.8
72 1188.4
68 1068.4
-7 3.4
60 847.6
-70 847.6
28 220.4
54 698.8
-1 5.8
-86 1314.8
22 148.4
32 276.4
-49 389.8
-47 355.4
29 233.8
-5 2.6
34 306.8
6 26.8
62 900.4
24 170.8
-72 900.4
5 22.6
22 148.4
97 2083.4
-37 207.4
24 170.8
-42 276.4
-61 629.8
99 2165.8
63 927.4
-75 982.6
54 698.8
-98 1732.4
36 338.8
7 31.4
86 1658.8
-65 722.6
-16 26.8
15 82.6
5 22.6
0 7.6
14 74.8
-8 4.4
-3 3.4
25 182.6
95 2002.6
-85 1282.6
-17 31.4
-27 99.4
-23 67.4
-87 1347.4
38 372.4
35 322.6
-93 1551.4
38 372.4
-61 629.8
30 247.6
-38 220.4
73 1219.4
-57 543.4
-44 306.8
12 60.4
-66 746.8
-95 1622.6
-47 355.4
88 1732.4
-71 873.8
-21 53.8
-66 746.8
-35 182.6
-34 170.8
-70 847.6
-95 1622.6
49 585.8
97 2083.4
-11 9.8
-67 771.4
35 322.6
52 652.4
11 53.8
12 60.4
30 247.6
-68 796.4
73 1219.4
-83 1219.4
56 746.8
56 746.8
-8 4.4
43 463.4
90 1807.6
-6 2.8
8 36.4
-86 1314.8
81 1481.8
39 389.8
47 543.4
-64 698.8
-33 159.4
-5 2.6
-58 564.4
-100 1807.6
-12 12.4
-46 338.8
48 564.4
54 698.8
48 564.4
29 233.8
-65 722.6
-52 444.4
39 389.8
-89 1413.8
-42 276.4
22 148.4
27 207.4
59 821.8
-81 1157.8
-81 1157.8
3 15.4
-30 127.6
11 53.8
46 522.8
78 1380.4
88 1732.4
-38 220.4
61 873.8
74 1250.8
-57 543.4
36 338.8
14 74.8
73 1219.4
44 482.8
