-47 2209 355.4
29 841 233.8
-5 25 2.6
34 1156 306.8
6 36 26.8
62 3844 900.4
24 576 170.8
-72 5184 900.4
5 25 22.6
22 484 148.4
97 9409 2083.4
-37 1369 207.4
24 576 170.8
-42 1764 276.4
-61 3721 629.8
99 9801 2165.8
63 3969 927.4
-75 5625 982.6
54 2916 698.8
-98 9604 1732.4
36 1296 338.8
7 49 31.4
86 7396 1658.8
-65 4225 722.6
-16 256 26.8
15 225 82.6
5 25 22.6
0 0 7.6
14 196 74.8
-8 64 4.4
-3 9 3.4
25 625 182.6
95 9025 2002.6
-85 7225 1282.6
-17 289 31.4
-27 729 99.4
-23 529 67.4
-87 7569 1347.4
38 1444 372.4
35 1225 322.6
-93 8649 1551.4
38 1444 372.4
-61 3721 629.8
30 900 247.6
-38 1444 220.4
73 5329 1219.4
-57 3249 543.4
-44 1936 306.8
12 144 60.4
-66 4356 746.8
-95 9025 1622.6
-47 2209 355.4
88 7744 1732.4
-71 5041 873.8
-21 441 53.8
-66 4356 746.8
-35 1225 182.6
-34 1156 170.8
-70 4900 847.6
-95 9025 1622.6
49 2401 585.8
97 9409 2083.4
-11 121 9.8
-67 4489 771.4
35 1225 322.6
52 2704 652.4
11 121 53.8
12 144 60.4
30 900 247.6
-68 4624 796.4
73 5329 1219.4
-83 6889 1219.4
56 3136 746.8
56 3136 746.8
-8 64 4.4
43 1849 463.4
90 8100 1807.6
-6 36 2.8
8 64 36.4
-86 7396 1314.8
81 6561 1481.8
39 1521 389.8
47 2209 543.4
-64 4096 698.8
-33 1089 159.4
-5 25 2.6
-58 3364 564.4
-100 10000 1807.6
-12 144 12.4
-46 2116 338.8
48 2304 564.4
54 2916 698.8
48 2304 564.4
29 841 233.8
-65 4225 722.6
-52 2704 444.4
39 1521 389.8
-89 7921 1413.8
-42 1764 276.4
22 484 148.4
27 729 207.4
59 3481 821.8
-81 6561 1157.8
-81 6561 1157.8
3 9 15.4
-30 900 127.6
11 121 53.8
46 2116 522.8
78 6084 1380.4
88 7744 1732.4
-38 1444 220.4
61 3721 873.8
74 5476 1250.8
-57 3249 543.4
36 1296 338.8
14 196 74.8
73 5329 1219.4
44 1936 482.8
